d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1004283.08,1034948.99
1_facilities_and_construction,2018-2019,1035499.80,1053634.91
1_facilities_and_construction,2019-2020,1307656.29,1295905.76
1_facilities_and_construction,2020-2021,952144.01,906111.22
1_facilities_and_construction,2021-2022,1036641.54,960047.95
1_facilities_and_construction,2022-2023,1720684.14,1540529.77
11_defence,2017-2018,93771358.54,96669727.42
11_defence,2018-2019,94149325.28,95953749.69
11_defence,2019-2020,94101714.63,93351150.87
11_defence,2020-2021,93775756.78,89305213.77
11_defence,2021-2022,77359518.56,72328433.35
11_defence,2022-2023,33500852.94,29936710.39
2_professional_services,2017-2018,1586729.85,1635872.59
2_professional_services,2018-2019,774651.73,787072.47
2_professional_services,2019-2020,679435.79,678055.25
2_professional_services,2020-2021,1349.53,1271.63
2_professional_services,2021-2022,1476893.98,1353309.35
2_professional_services,2022-2023,1489022.02,1332383.14
3_information_technology,2017-2018,492248.44,506525.76
3_information_technology,2018-2019,456001.92,466586.07
4_medical,2020-2021,282500000.00,269079282.40
5_transportation_and_logistics,2017-2018,6164764.86,6353900.52
5_transportation_and_logistics,2018-2019,5467196.25,5571964.91
5_transportation_and_logistics,2019-2020,5693446.99,5648551.19
5_transportation_and_logistics,2020-2021,5467196.25,5206524.06
5_transportation_and_logistics,2021-2022,5470614.37,5086095.83
5_transportation_and_logistics,2022-2023,11659.94,10433.37
6_industrial_products_and_services,2017-2018,9601727.77,9900452.81
6_industrial_products_and_services,2018-2019,7101167.31,7237247.99
6_industrial_products_and_services,2019-2020,7120622.57,7063821.52
6_industrial_products_and_services,2020-2021,7101167.31,6762588.51
6_industrial_products_and_services,2021-2022,7101167.31,6602137.48
6_industrial_products_and_services,2022-2023,11139539.41,9938099.89
9_human_capital,2017-2018,1633651.69,1684140.19
9_human_capital,2018-2019,1616609.87,1647590.10
9_human_capital,2019-2020,1628435.86,1615427.13
9_human_capital,2020-2021,1625673.71,1548162.69
9_human_capital,2021-2022,2313905.77,2141871.52
9_human_capital,2022-2023,2505424.54,2245183.64
