d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,217322.09033898305
1_facilities_and_construction,2018-2019,248538.81078927201
1_facilities_and_construction,2019-2020,518539.249210728
1_facilities_and_construction,2020-2021,165183.02380710657
11_defence,2017-2018,102506581.91841328
11_defence,2018-2019,102884548.66517833
11_defence,2019-2020,94474307.51307589
11_defence,2020-2021,93775756.78106928
2_professional_services,2017-2018,1632808.6127292442
2_professional_services,2018-2019,886590.8571746342
2_professional_services,2019-2020,679435.7857934509
2_professional_services,2020-2021,1349.5340599455042
3_information_technology,2017-2018,8040.67602739726
4_medical,2020-2021,282500000
5_transportation_and_logistics,2017-2018,6164764.862698222
5_transportation_and_logistics,2018-2019,5467196.246083259
5_transportation_and_logistics,2019-2020,5693446.985935542
5_transportation_and_logistics,2020-2021,5467196.246083259
9_human_capital,2017-2018,1633651.6919703344
9_human_capital,2018-2019,1616609.8744101594
9_human_capital,2019-2020,1657458.3981623277
9_human_capital,2020-2021,1599944.9872383869
