owner_org,d_fiscal_year,total,total_constant_2019_dollars
dnd-mdn,2017-2018,1548115.89,1595114.39
dnd-mdn,2018-2019,1177009.72,1198954.22
dnd-mdn,2019-2020,340998.54,339300.21
dnd-mdn,2020-2021,1141357.10,1084531.28
dnd-mdn,2021-2022,1351125.89,1250545.70
dnd-mdn,2022-2023,466718.55,421475.09
ec,2020-2021,16885.60,16081.44
ec,2021-2022,10414.40,9682.54
ec,2022-2023,22335.44,19958.17
pc,2017-2018,17430.58,17977.27
rcmp-grc,2017-2018,7207.50,7430.29
rcmp-grc,2018-2019,7207.50,7345.62
rcmp-grc,2019-2020,2409.08,2413.83
