d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1572753.97,1620521.94
1_facilities_and_construction,2018-2019,1184217.22,1206299.84
1_facilities_and_construction,2019-2020,267544.43,265616.07
1_facilities_and_construction,2020-2021,1141357.10,1084531.28
1_facilities_and_construction,2021-2022,1351125.89,1250545.70
1_facilities_and_construction,2022-2023,472113.27,426290.90
11_defence,2019-2020,75863.20,76097.97
5_transportation_and_logistics,2020-2021,16885.60,16081.44
5_transportation_and_logistics,2021-2022,10414.40,9682.54
5_transportation_and_logistics,2022-2023,16940.72,15142.36
