d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
6_industrial_products_and_services,2019-2020,1061599.49,1049135.67
6_industrial_products_and_services,2020-2021,1350117.82,1283516.89
6_industrial_products_and_services,2021-2022,1350117.82,1253510.14
