owner_org,d_fiscal_year,total,total_constant_2019_dollars
csa-asc,2017-2018,618144.82,637090.49
csa-asc,2018-2019,618144.82,629443.88
csa-asc,2019-2020,681531.50,675576.72
csa-asc,2020-2021,708973.92,675874.47
csa-asc,2021-2022,605200.43,566322.98
csc-scc,2017-2018,220350.34,227009.15
csc-scc,2018-2019,175834.68,179043.24
csc-scc,2020-2021,57370.72,54486.86
csc-scc,2021-2022,20649.51,19392.33
dfo-mpo,2018-2019,786691.58,798657.74
dfo-mpo,2019-2020,1156341.85,1147062.09
dnd-mdn,2017-2018,206756.68,212914.62
dnd-mdn,2018-2019,8302.84,8455.05
dnd-mdn,2020-2021,157948.55,150875.95
dnd-mdn,2021-2022,229459.50,214719.26
nrc-cnrc,2017-2018,2805120.33,2889506.37
nrc-cnrc,2018-2019,2994468.48,3037043.80
nrc-cnrc,2019-2020,2145666.63,2127944.73
nrc-cnrc,2020-2021,1384782.12,1322697.53
nrc-cnrc,2021-2022,1164769.32,1080852.50
pwgsc-tpsgc,2017-2018,659403.86,678895.72
pwgsc-tpsgc,2018-2019,483602.14,491361.56
pwgsc-tpsgc,2019-2020,386163.34,383064.34
pwgsc-tpsgc,2020-2021,438720.90,418199.43
pwgsc-tpsgc,2021-2022,295098.46,276674.82
tc,2020-2021,11353.78,10699.75
