d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,90540.79,92807.70
1_facilities_and_construction,2018-2019,1094378.97,1110133.98
1_facilities_and_construction,2019-2020,119087.85,116642.81
1_facilities_and_construction,2020-2021,1865745.60,1768224.12
1_facilities_and_construction,2021-2022,457023.17,422828.15
2_professional_services,2018-2019,14096.25,14350.47
2_professional_services,2019-2020,180941.78,176887.00
2_professional_services,2020-2021,255551.31,242045.38
5_transportation_and_logistics,2021-2022,24629.01,22810.63
6_industrial_products_and_services,2021-2022,65166.44,58858.33
