owner_org,d_fiscal_year,total
dfatd-maecd,2017-2018,536552.791262136
dfatd-maecd,2018-2019,432853.7446855765
dfatd-maecd,2019-2020,336725.63437778485
dfatd-maecd,2020-2021,240141.64832730562
hc-sc,2017-2018,37837.634902411024
hc-sc,2019-2020,101389.25
isc-sac,2017-2018,36142.087378640776
isc-sac,2018-2019,36142.087378640776
isc-sac,2019-2020,27665.86
isc-sac,2020-2021,11066.34
pco-bcp,2017-2018,4072.643835616438
pco-bcp,2018-2019,45477.85616438356
phac-aspc,2017-2018,29775.5
phac-aspc,2018-2019,82836.2
phac-aspc,2019-2020,33900
phac-aspc,2020-2021,22132
pwgsc-tpsgc,2017-2018,592940.2383781229
pwgsc-tpsgc,2018-2019,654325.1509446955
pwgsc-tpsgc,2019-2020,846267.1699540801
pwgsc-tpsgc,2020-2021,716833.5566373923
ssc-spc,2017-2018,678908.9069806891
ssc-spc,2018-2019,287584.0660203052
ssc-spc,2019-2020,440378.0982351323
ssc-spc,2020-2021,807061.9707269713
