d_most_recent_category,total,percentage
6_industrial_products_and_services,3838352.74,0.716839337928294
11_defence,671312.40,0.12537230743082955
3_information_technology,665525.14,0.12429149454679386
9_human_capital,119558.21,0.02232833617614925
5_transportation_and_logistics,59802.43,0.011168523917933307
