d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,406719.01666666666
11_defence,2018-2019,210958.7358596491
11_defence,2019-2020,16533.76747368421
11_defence,2020-2021,37100.88387387387
3_information_technology,2017-2018,275604.28
3_information_technology,2018-2019,145995.08447552446
3_information_technology,2019-2020,173960.56552447553
3_information_technology,2020-2021,69965.20625322998
5_transportation_and_logistics,2017-2018,59802.42999999999
6_industrial_products_and_services,2017-2018,328760.84238377376
6_industrial_products_and_services,2018-2019,1125857.5975830888
6_industrial_products_and_services,2019-2020,584177.2056615528
6_industrial_products_and_services,2020-2021,1799557.089496124
9_human_capital,2017-2018,50451.098389175255
9_human_capital,2018-2019,26091.09838917526
9_human_capital,2019-2020,26162.580850515464
9_human_capital,2020-2021,16853.435345595128
