d_fiscal_year,total,total_constant_2019_dollars
2017-2018,3294334.24,3379026.85
2018-2019,2962850.77,3010178.96
2019-2020,3399112.71,3373975.20
2020-2021,5055559.97,4800360.59
2021-2022,3556451.92,2626474.37
