d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,3113704.92,3209594.93
10_office_management,2018-2019,2961094.15,3017443.19
10_office_management,2019-2020,3323079.81,3299967.35
10_office_management,2020-2021,5042927.37,4795731.63
10_office_management,2021-2022,3562151.70,3305939.51
10_office_management,2022-2023,4378896.60,3917475.10
6_industrial_products_and_services,2017-2018,180629.32,185893.08
6_industrial_products_and_services,2018-2019,1756.62,1773.03
6_industrial_products_and_services,2019-2020,76032.90,75315.06
6_industrial_products_and_services,2020-2021,12632.60,12126.12
6_industrial_products_and_services,2022-2023,114495.62,101708.08
