d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,40590942.53703887
1_facilities_and_construction,2018-2019,40573064.54703887
1_facilities_and_construction,2019-2020,40684079.792373225
1_facilities_and_construction,2020-2021,20472079.859011892
11_defence,2017-2018,6303399.042986875
11_defence,2018-2019,620782.3135097972
11_defence,2019-2020,3920193.655208756
11_defence,2020-2021,1087391.1052725092
3_information_technology,2018-2019,1051013
6_industrial_products_and_services,2017-2018,14987154.204927074
6_industrial_products_and_services,2018-2019,47558073.385060586
6_industrial_products_and_services,2019-2020,56667464.894115545
6_industrial_products_and_services,2020-2021,36157451.87859
8_security_and_protection,2017-2018,25089.61
9_human_capital,2018-2019,7471.0270769230765
9_human_capital,2019-2020,113933.16292307692
