d_fiscal_year,total,total_constant_2019_dollars
2017-2018,611298.62,626535.21
2018-2019,972981.48,985868.86
2019-2020,715100.46,701919.28
2020-2021,1011682.84,959703.75
2021-2022,455771.93,421650.96
