d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1465653.64,1503476.72
2018-2019,1113733.61,1126882.23
2019-2020,1349274.25,1333122.02
2020-2021,1849117.95,1754768.54
2021-2022,4374038.02,4061053.74
