d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2019-2020,24931.00,24594.41
2_professional_services,2018-2019,32006.02,32463.30
2_professional_services,2019-2020,97618.49,96211.43
2_professional_services,2020-2021,31322.71,29842.63
2_professional_services,2021-2022,22869.67,21262.52
2_professional_services,2022-2023,31897.01,28491.01
3_information_technology,2018-2019,20160.00,20348.33
8_security_and_protection,2022-2023,26830.15,24148.65
9_human_capital,2017-2018,503641.68,518946.21
9_human_capital,2018-2019,820542.95,836052.58
9_human_capital,2019-2020,989869.55,980821.08
9_human_capital,2020-2021,1017806.79,968032.81
9_human_capital,2021-2022,1253169.21,1163754.98
9_human_capital,2022-2023,1320696.99,1180315.31
