d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1850575.75,1898530.22
2018-2019,1850575.75,1879354.94
2019-2020,1525572.93,1514314.13
2020-2021,1374383.63,1306585.68
2021-2022,1374383.63,1075131.70
