d_most_recent_category,total,percentage
5_transportation_and_logistics,17169168.19,0.529594278705223
8_security_and_protection,14583528.00,0.44983850741445996
11_defence,526107.74,0.016228138914890278
6_industrial_products_and_services,128995.42,0.003978948523025524
1_facilities_and_construction,11675.11,3.6012644240129247e-4
