d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2021-2022,142770.81,129817.30
1_facilities_and_construction,2017-2018,233159.57,240271.87
1_facilities_and_construction,2018-2019,883278.70,897714.99
1_facilities_and_construction,2019-2020,777993.54,772760.40
1_facilities_and_construction,2020-2021,806792.70,769797.90
1_facilities_and_construction,2021-2022,1230015.04,1148989.50
2_professional_services,2017-2018,259797.47,267109.73
2_professional_services,2018-2019,515359.12,524779.36
2_professional_services,2019-2020,814009.60,804580.98
2_professional_services,2020-2021,593948.95,566356.06
