owner_org,d_fiscal_year,total,total_constant_2019_dollars
csa-asc,2017-2018,259797.47,267354.02
csa-asc,2018-2019,515359.12,525235.02
csa-asc,2019-2020,430642.55,428486.18
csa-asc,2022-2023,359186.12,318435.85
dnd-mdn,2017-2018,119930.42,123404.65
dnd-mdn,2018-2019,883278.70,898487.92
dnd-mdn,2019-2020,1161360.59,1149005.53
dnd-mdn,2020-2021,1400741.65,1335930.04
dnd-mdn,2021-2022,1230015.04,1141573.27
dnd-mdn,2022-2023,1031809.99,922311.19
nrc-cnrc,2017-2018,113229.15,116934.67
tc,2021-2022,142770.81,129062.53
tc,2022-2023,814239.75,728585.15
