d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,24394.90,25160.90
2_professional_services,2018-2019,20338.87,20601.56
2_professional_services,2019-2020,16038.21,15909.50
2_professional_services,2021-2022,10786.01,10001.32
3_information_technology,2017-2018,1928952.46,1987588.02
3_information_technology,2018-2019,1951136.66,1985665.59
3_information_technology,2019-2020,2148353.94,2130081.50
3_information_technology,2020-2021,1538460.12,1466607.86
3_information_technology,2021-2022,1587436.75,1487644.71
9_human_capital,2017-2018,18065.58,18693.36
