d_most_recent_category,d_fiscal_year,total
2_professional_services,2017-2018,27697.81832285342
2_professional_services,2018-2019,47142.595477764175
2_professional_services,2019-2020,114548.45674794241
2_professional_services,2020-2021,31233.991785457776
3_information_technology,2017-2018,1915591.9064560477
3_information_technology,2018-2019,1923401.6682052175
3_information_technology,2019-2020,2049843.6917402677
3_information_technology,2020-2021,1507226.1286718587
9_human_capital,2017-2018,18065.58
