d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,373738.69,385272.72
it_consulting_services,2018-2019,562278.97,572238.00
it_consulting_services,2019-2020,712429.70,706651.01
it_consulting_services,2020-2021,332786.99,317256.49
it_consulting_services,2021-2022,352562.53,329906.52
it_devices_equipment,2017-2018,108392.92,111704.87
it_devices_equipment,2018-2019,124853.38,126942.05
it_devices_equipment,2019-2020,127219.50,126198.55
it_devices_equipment,2020-2021,131285.31,125164.06
it_other,2019-2020,14569.63,14301.17
it_software_licensing,2017-2018,1446820.85,1490610.43
it_software_licensing,2018-2019,1264004.31,1286485.54
it_software_licensing,2019-2020,1294135.10,1282930.77
it_software_licensing,2020-2021,1074387.83,1024187.31
it_software_licensing,2021-2022,1234874.22,1157738.19
