d_vendor_name,overall_total
WCG INTERNATIONAL CONSULTANTS,110888474.27459016
MEDAVIE,83865185.8063279
TPG TECHNOLOGY CONSULTANTS,60290181.71062348
CALIAN,26983593.616231002
SOMOS,18569526.90166976
CANADIAN VETERANS VR SERVICE,15132933.659329684
COSSETTE COMMUNICATIONS,14821368.17
AGILEC,9549913.898570336
STIFF SENTENCES,8023395.5
MICROSOFT CANADA,7421848.205396592
CANADIAN CORPS OF COMMISSIONAIRES,4212259.844602133
R E GILMORE INVESTMENTS,3755777.115905572
TARGET COMMUNICATIONS,3118103.99
IRON MOUNTAIN CANADA,2773123.534010946
MNP,2546083.99415156
RAYMOND CHABOT GRANT THORNTON,2542509.500721241
DELL COMPUTER,2480880.65
ORACLE CANADA,2234148.7336153844
ADVANCED CHIPPEWA TECHNOLOGIES,1960462.5
IBM CANADA,1917439.4036986302
NISHA TECHONOLOGIES,1804210.7404517455
GILMORE REPRODUCTIONS,1773334.82
DALKIA FRANCE,1591894.6296441143
NORTHERN MICRO,1509405.88
THE ROYAL CANADIAN LEGION,1491621.6110472088
IRON MOUNTAIN,1199910
MENTAL HEALTH COMMISSION OF CANADA,1144661.7391304348
TEKNION,1142713.51
FREEBALANCE,1096244.386298077
IMP GROUP,1048146.5
GARTNER,1025790.5823399067
IRON MOUNTAIN CANADA OPER,999925
COMPUCOM CANADA,996194.4
QUILLER AND BLAKE ADVERTISING,960500
HYPERTEC,898714.25
LAST POST FUND,883945.4411352887
MENTAL HEALTH FIRST AID,820746.5102639296
TRIMTAG TRADING,793608.25
VETS CANADA,759745.5372945638
CBCI TELECOM,756270.39
SECURITAS,715422.7961145834
CARAHSOFT TECHNOLOGIES,698764.3200000001
UNIVERSITE SAINTE ANNE,684540.0465767302
ACNIELSEN COMPANY OF CANADA,649329.08
JULIUS EGBEYEMI AND TABITHA EGBEYEMI,592565.0813227337
M5 MARKETING COMMUNICATIONS IN,550310
TFN PROPRETE NORD NORMANDIE,546843.2354014599
COLLEGES AND INSTITUTES CANADA,542831.6613240954
TOTAL ABILITY,528730.0523168909
CDW CANADA,515613.62
VICTORIA POINT REHAB,474487
BEECHWOOD CEMETERY COMPANY,468845.13340087613
GOSS GILROY,458722.28515625
MYLENE TOURIGNY,452726.76405733183
GRAND AND TOY,408259.6
PHOENIX STRATEGIC PERSPECTIVES,403720.32
FOXWISE TECHNOLOGIES,396000.11
JJ MEDICAL,377724.85065710876
CANADIAN PRESS ENTERPRISES,370377.84
DR STEVEN SPIESS,369963.22553045856
FONDS DU SOUVENIR,364138.71
EXITCERTIFIED,363883
PROSCI CANADA,361043.5
SAINT ELIZABETH HEALTH CARE,357706.85997556016
ROBERT WEISSMANN,354586.4
VICTORIA POINT,350152.1709006929
COMPASS COMMUNICATIONS,337065
WORKPLACE HEALTH AD COST SOLUTIONS,325324.585499316
ENVIRONICS RESEARCH GROUP,315419.27433035715
OQ MEASURES,307959.7482803943
DATARITE,306703.55
QMR,294679.696875
LUCION MEDIA,292176.19
DR ROBERT EATON,284926.9395770393
AXIOS SYSTEMS,280801.28
ATLANTIC BUSINESS INTERIORS,269305.18
FAREN HODGSON,252468.32622222227
CAPITAL THERAPY SERVICES,252359.99651390992
CONTRACT COMMUNITY,247841.8190127971
TOTEM OFFISOURCE,239110.99000000002
DR FRANCOIS BRUNET,237572.73990950227
INTEGRA NETWORKS,236025.57
TIREE,232967.552460733
RELEASE TEAM,232066.73
LEAN AGILITY,231840.35
ALLIANCE EVENTS,226288.15000000002
J A MEDIA SERVICES,224472.53329204937
INDUSTRIES ROUILLARD,220535.09
OPEN STORAGE SOLUTIONS,219480.94999999998
EKOS RESEARCH ASSOICATES,217684.88309417042
FEAST INTERACTIVE,211649
RAYMOND GRANT THORNTON,208450.15
J A CREATIVE SERVICES,203560.23383627087
BRIDGEABLE,198250.2
GLOBAL KNOWLEDGE,195607.81
TRM TECHNOLOGIES,194714.55
THE EARNSCLIFFE STRATEGY GROUP,194593.65000000002
FORUM RESEARCH,189770.3170953437
ERGOWORKS ATLANTIC,189679.99
A HUNDRED ANSWERS,174300.37000000002
