d_vendor_name,overall_total
WCG INTERNATIONAL CONSULTANTS,185850575.39
MEDAVIE,83865185.81
TPG TECHNOLOGY CONSULTANTS,60290181.71
CALIAN,26983593.62
SOMOS,18569526.90
CANADIAN VETERANS VR SERVICE,15132933.66
COSSETTE COMMUNICATIONS,14821368.17
AGILEC,9549913.90
STIFF SENTENCES,8023395.50
MICROSOFT CANADA,7421848.21
IRON MOUNTAIN,4972958.53
CANADIAN CORPS OF COMMISSIONAIRES,4276857.94
R E GILMORE INVESTMENTS,3755777.12
MNP,2546083.99
RAYMOND CHABOT GRANT THORNTON,2513008.23
DELL COMPUTER,2480880.65
ORACLE CANADA,2234148.73
ADVANCED CHIPPEWA TECHNOLOGIES,1960462.50
IBM CANADA,1917439.40
GILMORE REPRODUCTIONS,1813246.42
NISHA TECHONOLOGIES,1804210.74
TEKNION,1142713.51
FREEBALANCE,1096244.39
IMP GROUP,1048146.50
GARTNER,1025790.58
COMPUCOM CANADA,996194.40
HYPERTEC,898714.25
CBCI TELECOM,756270.39
CARAHSOFT TECHNOLOGY,698764.32
CDW CANADA,515613.62
GOSS GILROY,458722.29
PROSCI CANADA,361043.50
WORKPLACE HEALTH AND COST SOLUTIONS,325324.59
ENVIRONICS RESEARCH GROUP,315419.27
QMR,294679.70
ATLANTIC BUSINESS INTERIORS,269305.18
CONTRACT COMMUNITY,247841.82
TOTEM OFFISOURCE,239110.99
INTEGRA NETWORKS,236025.57
TIREE,232967.55
ALLIANCE EVENTS,226288.15
EKOS RESEARCH ASSOCIATES,217684.88
GLOBAL KNOWLEDGE,195607.81
TRM TECHNOLOGIES,194714.55
ACME FUTURE SECURITY CONTROLS,179099.46
A HUNDRED ANSWERS,174300.37
CNW GROUP,169120.10
BAYSHORE HEALTHCARE,163364.64
LANGUAGE RESEARCH DEVELOPMENT GROUP,137711.93
SYSTEMATIX SOLUTIONS,137554.75
CSDC SYSTEMS,116716.90
PURESPIRIT SOLUTIONS,116603.45
WORKDYNAMICS TECHNOLOGIES,109514.76
CISION CANADA,103864.13
QUINTET CONSULTING,102928.34
ORANGUTECH,100152.94
AVI SPL CANADA,93766.19
XEROX,91142.61
EXCEL HUMAN RESOURCES,90186.63
THE RIGHT DOOR CONSULTING,90173.99
DELOITTE AND TOUCHE,84750.00
SOFTCHOICE,80414.38
SHI CANADA,80351.94
FORD MOTOR COMPANY,75583.44
CLOSEREACH,75512.00
TOYOTA CANADA,75316.28
MEDIA Q,73450.00
MINDWIRE SYSTEMS,72999.83
DELCO AUTOMATION,66154.07
WOLTERS KLUWER,63969.50
SIERRA SYSTEMS GROUP,57200.63
CANON,54292.79
ZERNAM ENTERPRISE,53755.00
MITSUBISHI MOTOR SALES,45736.08
PRINTERS PLUS,44878.75
CHARRON HUMAN RESOURCES,44808.00
DONNA CONA,41441.40
SCALAR DECISIONS,39285.00
OPENTEXT,39268.27
OGILVY MONTREAL,34500.00
GRAND TOY,33342.50
FCA CANADA,32766.95
TELUS CANADA,31977.16
APPLIED ELECTONICS,28492.14
CANADA POST,28360.89
ONX ENTERPRISE SOLUTIONS,28250.00
3D DATACOMM,25875.00
GLOBAL TOTAL OFFICE,24978.17
ECOLE DE LANGUES ABCE,24741.50
GLASSHOUSE SYSTEMS,20223.18
NOVA NETWORKS,19558.05
HAWORTH,19051.00
SHARP ELECTRONICS,16356.44
TYCO INTEGRATED FIRE SECURITY,16264.50
AMAZON,16100.00
UNIVERSITY OF BRITISH COLUMBIA,16065.57
RANDSTAD,13763.40
LOGISTIK UNICORP,13293.92
PALADIN GROUP,11458.47
INSA,10412.26
ARTEMP PERSONNEL SERVICES,6446.38
MANPOWER SERVICES CANADA,5552.82
