d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,306489.49,315878.51
1_facilities_and_construction,2018-2019,1015690.95,1032915.84
1_facilities_and_construction,2019-2020,791857.10,786698.66
1_facilities_and_construction,2020-2021,1805196.82,1725344.04
1_facilities_and_construction,2021-2022,905810.84,843008.03
10_office_management,2017-2018,548166.22,564510.38
10_office_management,2018-2019,1950295.80,1979566.58
10_office_management,2019-2020,3071685.12,3036261.37
10_office_management,2020-2021,1974592.43,1882487.37
10_office_management,2021-2022,1414893.46,1321772.91
2_professional_services,2017-2018,41484883.90,42754674.02
2_professional_services,2018-2019,54705543.81,55678792.26
2_professional_services,2019-2020,53136055.74,52725669.54
2_professional_services,2020-2021,51252629.21,48883262.29
2_professional_services,2021-2022,40723341.11,38057074.45
3_information_technology,2017-2018,13140864.94,13541040.32
3_information_technology,2018-2019,19162718.39,19483722.67
3_information_technology,2019-2020,29234517.03,28988451.86
3_information_technology,2020-2021,32122032.73,30615725.25
3_information_technology,2021-2022,20588593.76,19251133.55
4_medical,2017-2018,36520691.22,37630181.84
4_medical,2018-2019,58695301.03,59686538.58
4_medical,2019-2020,69543329.99,68985249.22
4_medical,2020-2021,69360050.98,66125598.38
4_medical,2021-2022,135058720.54,126230022.71
5_transportation_and_logistics,2018-2019,45736.08,46252.33
5_transportation_and_logistics,2019-2020,115441.45,114162.17
5_transportation_and_logistics,2020-2021,68225.22,64873.50
5_transportation_and_logistics,2021-2022,28101.39,26182.51
6_industrial_products_and_services,2017-2018,542332.81,558422.96
6_industrial_products_and_services,2018-2019,800635.20,811982.94
6_industrial_products_and_services,2019-2020,793538.44,786498.20
6_industrial_products_and_services,2020-2021,664458.88,634788.31
6_industrial_products_and_services,2021-2022,454600.31,421187.61
8_security_and_protection,2017-2018,1409911.48,1453289.67
8_security_and_protection,2018-2019,1169959.78,1191680.14
8_security_and_protection,2019-2020,1712042.52,1695820.25
8_security_and_protection,2020-2021,1354360.89,1290259.97
8_security_and_protection,2021-2022,2021185.89,1909641.33
9_human_capital,2017-2018,170680.61,175854.25
9_human_capital,2018-2019,189786.63,192235.26
9_human_capital,2019-2020,912027.26,899932.11
9_human_capital,2020-2021,638579.23,608327.73
9_human_capital,2021-2022,642323.55,599682.30
