d_vendor_name,overall_total
WCG INTERNATIONAL CONSULTANTS,435665334.26
MEDAVIE,176791560.29
TPG TECHNOLOGY CONSULTANTS,88282578.26
CALIAN,34668542.04
COSSETTE COMMUNICATIONS,22528537.69
SOMOS,18569526.90
CANADIAN VETERANS VR SERVICE,15132933.66
MICROSOFT CANADA,10708288.16
AGILEC,10263999.49
674725 ONTARIO,10160855.00
STIFF SENTENCES,8023395.50
CANADIAN CORPS OF COMMISSIONAIRES,6339372.24
IRON MOUNTAIN,4972958.53
GILMORE REPRODUCTIONS,4904976.35
R E GILMORE INVESTMENTS,4337454.22
RAYMOND CHABOT GRANT THORNTON,3996099.95
MNP,3404110.49
ORACLE CANADA,3070750.05
DELL COMPUTER,2928507.33
IBM CANADA,2911066.39
SAMSON ASSOCIES,2479702.61
ADVANCED CHIPPEWA TECHNOLOGIES,2417694.12
PURESPIRIT SOLUTIONS,2282602.93
COMPUMSTR,2104875.61
NISHA TECHONOLOGIES,1814301.99
GARTNER,1814292.26
DONNA CONA,1519876.81
NORTHERN MICRO,1509405.88
FREEBALANCE,1332865.20
TEKNION,1261841.59
UNIVERSITE SAINTE ANNE,1131413.39
IMP GROUP,1048146.50
HYPERTEC,999339.25
COMPUCOM CANADA,996194.40
CDW CANADA,810468.94
CBCI TELECOM,756270.39
CARAHSOFT TECHNOLOGY,738697.68
GOSS GILROY,710647.13
SENSUS COMMUNICATION SOLUTIONS,671018.93
NIELSEN,649329.08
AVI SPL,630242.22
LANGUAGE RESEARCH DEVELOPMENT GROUP,503335.90
PHOENIX STRATEGIC PERSPECTIVES,462735.47
SOLOTECH,451361.65
PROSCI CANADA,415382.15
EKOS RESEARCH ASSOCIATES,409398.97
ENVIRONICS RESEARCH GROUP,350809.50
CISION CANADA,339047.24
QMR,327020.50
WORKPLACE HEALTH AND COST SOLUTIONS,325324.59
ATLANTIC BUSINESS INTERIORS,322028.05
ORANGUTECH,317127.59
VIDCRUITER,269402.72
CONVERGINT TECHNOLOGIES,260200.64
CONTRACT COMMUNITY,247841.82
TOTEM OFFISOURCE,239110.99
INTEGRA NETWORKS,236025.57
TIREE,232967.55
LEAN AGILITY,231840.35
SIERRA SYSTEMS GROUP,230497.49
QUINTET CONSULTING,220635.13
OPEN STORAGE SOLUTIONS,219480.95
FEAST INTERACTIVE,211649.00
GLOBAL KNOWLEDGE,206738.31
TRM TECHNOLOGIES,194714.55
WORKDYNAMICS TECHNOLOGIES,184242.43
ACME FUTURE SECURITY CONTROLS,179099.46
SOLID CADDGROUP,177773.93
TANKATEK 6854265 CANADA,172500.00
ECLIPSYS SOLUTIONS,166663.92
BAYSHORE HEALTHCARE,163364.64
CSDC SYSTEMS,162271.50
KNOWLEDGE CIRCLE,151696.45
DELOITTE,147829.80
SYSTEMATIX SOLUTIONS,137554.75
SOFTCHOICE,131669.51
SHI CANADA,129020.93
XEROX,128609.90
ALLSEATING,113582.81
MEDIA Q,96250.00
MINDWIRE SYSTEMS,94972.23
LIONBRIDGE,94527.56
EXCEL HUMAN RESOURCES,90186.63
THE RIGHT DOOR CONSULTING,90173.99
ALTIS HUMAN RESOURCES,77052.50
FORD MOTOR COMPANY,75583.44
CLOSEREACH,75512.00
TOYOTA,75316.28
WOLTERS KLUWER,74319.50
GLOBAL UPHOLSTERY,71263.32
BEVA GLOBAL MANAGEMENT,70651.71
DELCO AUTOMATION,66154.07
KONICA MINOLTA BUSINESS SOLUTIONS,65691.89
MOBILE RESOURCE GROUP,58891.50
GRAND TOY,56467.62
SOFTSIM TECHNOLOGIES,56034.04
CANON,54292.79
CANADA POST,54292.60
ZERNAM ENTERPRISE,53755.00
ORBIS RISK CONSULTING,52688.42
DOCUMENS TRADUCTION,49981.59
RMS SOFTWARE,46174.00
MITSUBISHI MOTOR SALES,45736.08
JUNO RISK SOLUTIONS,45281.25
PRINTERS PLUS,44878.75
IVAN S CAMERA,42918.19
GRANICUS CANADA HOLDINGS,42188.43
COENTREPRISE CITE CARON,41851.05
UNIVERSITY OF BRITISH COLUMBIA,40000.00
MCGILL UNIVERSITY,39962.50
OPENTEXT,39268.27
FAST FORWARD FRENCH,37194.77
MELTWATER,36225.00
MCMASTER UNIVERSITY,36160.00
INSIGHT SOFTWARE CANADA,34559.56
FCA CANADA,32766.95
LEGER MARKETING,32116.67
TELUS CANADA,31977.16
KORN FERRY CA,29600.00
APPLIED ELECTONICS,28492.14
ONX ENTERPRISE SOLUTIONS,28250.00
PITNEY BOWES,27804.58
RICOH,26115.00
3D DATACOMM,25875.00
GLOBAL TOTAL OFFICE,24978.17
HR ASSOCIATES,24955.00
MCKINSEY AND COMPANY,24860.00
PANASONIC,24807.80
ECOLE DE LANGUES ABCE,24741.50
INSA,23246.26
IFATHOM,22507.05
NOVIPRO,21388.85
AON REED STENHOUSE,20905.00
GLASSHOUSE SYSTEMS,20223.18
NOVA NETWORKS,19558.05
HAWORTH,19051.00
RHEA,18112.50
IPSOS,17669.75
SHARP ELECTRONICS,16356.44
TYCO INTEGRATED FIRE SECURITY,16264.50
AMAZON,16100.00
LOGISTIK UNICORP,15632.49
NEWS CANADA,15458.40
TURTLE ISLAND STAFFING,14662.50
RANDSTAD,13763.40
CPKN NETWORK,13484.93
PALADIN GROUP,11458.47
ARTEMP PERSONNEL SERVICES,6446.38
"NAVPOINT CONSULTING GROUP",5147.80
