d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,11366563.55,11717980.64
it_consulting_services,2018-2019,11707200.20,11928700.32
it_consulting_services,2019-2020,21649657.39,21475822.77
it_consulting_services,2020-2021,18199403.59,17316009.29
it_consulting_services,2021-2022,14738054.76,13709483.84
it_consulting_services,2022-2023,14531378.51,13000283.35
it_devices_equipment,2017-2018,961547.65,989617.96
it_devices_equipment,2018-2019,3132814.35,3183776.83
it_devices_equipment,2019-2020,1963244.37,1942211.56
it_devices_equipment,2020-2021,2258707.60,2150069.44
it_devices_equipment,2021-2022,899161.31,823498.05
it_devices_equipment,2022-2023,4744382.47,4220283.16
it_other,2017-2018,105756.01,109150.88
it_other,2018-2019,1937564.20,1963284.05
it_other,2019-2020,487986.39,482995.35
it_other,2020-2021,224999.56,213453.07
it_other,2021-2022,111750.28,101168.06
it_other,2022-2023,100444.14,89449.35
it_software_licensing,2017-2018,706997.73,728272.65
it_software_licensing,2018-2019,2385139.65,2424934.47
it_software_licensing,2019-2020,5133628.88,5089595.64
it_software_licensing,2020-2021,11350482.30,10813063.92
it_software_licensing,2021-2022,5061653.99,4693607.22
it_software_licensing,2022-2023,6399987.97,5726249.04
