d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,6068421.915597248
1_facilities_and_construction,2018-2019,9703321.266807878
1_facilities_and_construction,2019-2020,6110881.627948013
1_facilities_and_construction,2020-2021,5572893.848204607
2_professional_services,2017-2018,535208.2706766918
2_professional_services,2018-2019,35191.72932330827
5_transportation_and_logistics,2017-2018,5822925.018384265
5_transportation_and_logistics,2018-2019,6050102.55060544
5_transportation_and_logistics,2019-2020,7486000.407343959
5_transportation_and_logistics,2020-2021,1778213.5485978327
