d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1238459.35,1276698.67
1_facilities_and_construction,2018-2019,1192633.10,1215487.69
1_facilities_and_construction,2019-2020,1195900.58,1186360.91
1_facilities_and_construction,2020-2021,1192633.10,1135769.16
1_facilities_and_construction,2021-2022,509615.97,473823.24
1_facilities_and_construction,2022-2023,783519.39,701001.67
2_professional_services,2017-2018,185263.02,190989.70
2_professional_services,2018-2019,225441.88,229762.06
2_professional_services,2019-2020,226059.53,224256.26
2_professional_services,2020-2021,225441.88,214692.97
2_professional_services,2021-2022,225441.88,209599.11
2_professional_services,2022-2023,225441.88,201726.34
