d_fiscal_year,total,total_constant_2019_dollars
2017-2018,596312.18,614354.78
2018-2019,781819.64,793298.73
2019-2020,591477.48,583826.48
2020-2021,873353.76,830564.53
2021-2022,537241.03,502384.90
