d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2020-2021,31116.99,29658.74
11_defence,2019-2020,1061990.38,1041545.68
11_defence,2020-2021,2241267.98,2134406.33
11_defence,2021-2022,1006296.83,935579.98
11_defence,2022-2023,54052.72,48366.60
5_transportation_and_logistics,2017-2018,207551.61,213807.24
5_transportation_and_logistics,2018-2019,342342.40,348904.62
5_transportation_and_logistics,2019-2020,464206.92,458811.74
5_transportation_and_logistics,2020-2021,467092.92,444822.25
5_transportation_and_logistics,2021-2022,484342.92,448381.63
5_transportation_and_logistics,2022-2023,442750.00,395968.87
6_industrial_products_and_services,2021-2022,11077.47,10289.08
