d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2018-2019,22544.63,22766.45
11_defence,2019-2020,458407.46,454538.98
11_defence,2020-2021,457154.99,434603.66
11_defence,2021-2022,13582.91,12268.08
2_professional_services,2017-2018,464779.64,476823.60
2_professional_services,2018-2019,464779.64,472007.65
2_professional_services,2019-2020,466053.01,462120.00
2_professional_services,2020-2021,464779.64,441852.19
2_professional_services,2021-2022,464779.64,431522.33
3_information_technology,2017-2018,901471.91,924832.00
3_information_technology,2018-2019,901471.91,915491.13
3_information_technology,2019-2020,903941.70,896313.36
3_information_technology,2020-2021,795643.54,757870.65
