d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1282.82,1319.46
1_facilities_and_construction,2018-2019,168049.41,172345.78
1_facilities_and_construction,2019-2020,49021.66,47902.73
1_facilities_and_construction,2020-2021,176180.60,168028.95
1_facilities_and_construction,2021-2022,223854.00,208171.67
1_facilities_and_construction,2022-2023,21239.48,18928.66
2_professional_services,2020-2021,770780.68,734042.27
2_professional_services,2021-2022,697783.00,649649.14
2_professional_services,2022-2023,718892.96,643741.31
8_security_and_protection,2022-2023,50047.70,44289.48
