d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,5899378.5169985425
1_facilities_and_construction,2018-2019,5905933.387524004
1_facilities_and_construction,2019-2020,6171632.337233923
1_facilities_and_construction,2020-2021,5820033.676559
10_office_management,2017-2018,22126.043859649126
10_office_management,2018-2019,22126.043859649126
10_office_management,2019-2020,22186.663157894738
11_defence,2017-2018,304610.98921444645
11_defence,2018-2019,338951.25618524937
11_defence,2019-2020,254853.61355542726
11_defence,2020-2021,59064.66697080292
2_professional_services,2017-2018,6427559.377732151
2_professional_services,2018-2019,7209219.198603031
2_professional_services,2019-2020,5068177.482106957
2_professional_services,2020-2021,3876020.9508799473
3_information_technology,2017-2018,2080668.615443993
3_information_technology,2018-2019,1577606.106461631
3_information_technology,2019-2020,421590.23437028896
3_information_technology,2020-2021,667542.8777285018
4_medical,2019-2020,8187.36542137272
4_medical,2020-2021,81714.07819287576
6_industrial_products_and_services,2017-2018,125698.72
6_industrial_products_and_services,2018-2019,53547.65312543313
6_industrial_products_and_services,2019-2020,129036.41814968816
6_industrial_products_and_services,2020-2021,113656.69993069995
9_human_capital,2018-2019,24245.62480170918
9_human_capital,2019-2020,119945.05173861209
9_human_capital,2020-2021,78261.65509258313
NA,2017-2018,46306.37613010904
