d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,2355349.71
1_facilities_and_construction,2018-2019,3681499.94
1_facilities_and_construction,2019-2020,3136588.8299999996
1_facilities_and_construction,2020-2021,1224504.4000000001
10_office_management,2017-2018,250656
2_professional_services,2018-2019,181815.97
2_professional_services,2019-2020,347918.4
2_professional_services,2020-2021,167821.5
5_transportation_and_logistics,2018-2019,71116.5
5_transportation_and_logistics,2020-2021,218688.96
