owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfo-mpo,2019-2020,1448424.38,1424763.86
dfo-mpo,2020-2021,923508.57,879476.32
dfo-mpo,2021-2022,348801.53,315311.03
dfo-mpo,2022-2023,2126621.96,1902812.73
dnd-mdn,2019-2020,148920.43,146991.63
dnd-mdn,2020-2021,135736.30,127995.84
dnd-mdn,2021-2022,2492962.44,2319903.28
dnd-mdn,2022-2023,1566460.69,1401782.71
ec,2020-2021,29400.00,28194.67
ec,2021-2022,75967.50,71070.26
pc,2019-2020,156670.81,154686.86
pc,2020-2021,563366.10,539174.56
pc,2021-2022,230619.55,214412.92
pc,2022-2023,677634.04,605683.57
pwgsc-tpsgc,2019-2020,1576081.50,1559902.80
pwgsc-tpsgc,2020-2021,1718597.77,1628112.70
pwgsc-tpsgc,2021-2022,1185009.28,1094597.02
pwgsc-tpsgc,2022-2023,2766750.00,2455415.52
