d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2019-2020,2972020.36,2931465.93
1_facilities_and_construction,2020-2021,3370608.75,3202954.09
1_facilities_and_construction,2021-2022,4158248.27,3856996.02
1_facilities_and_construction,2022-2023,6092100.72,5430276.24
2_professional_services,2021-2022,0.00,0.00
2_professional_services,2022-2023,0.00,0.00
5_transportation_and_logistics,2019-2020,358076.75,354879.22
5_transportation_and_logistics,2022-2023,10500.00,9291.93
6_industrial_products_and_services,2021-2022,175112.03,158298.49
6_industrial_products_and_services,2022-2023,1034865.97,926126.36
