d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,5885466.18,6025109.94
it_consulting_services,2018-2019,20351062.17,20666174.86
it_consulting_services,2019-2020,20722812.94,20548015.47
it_consulting_services,2020-2021,20856087.84,19826851.65
it_consulting_services,2021-2022,14473572.29,13565823.29
it_devices_equipment,2017-2018,9199257.92,9440464.51
it_devices_equipment,2018-2019,2291891.32,2323617.24
it_devices_equipment,2019-2020,4602959.10,4561705.44
it_devices_equipment,2020-2021,6619007.58,6279791.98
it_devices_equipment,2021-2022,13727011.80,12635536.05
it_other,2017-2018,8273932.88,8490121.10
it_other,2018-2019,474282.97,479681.77
it_other,2019-2020,378671.71,374682.76
it_other,2020-2021,771080.14,732281.41
it_other,2021-2022,3747879.68,3430583.52
it_software_licensing,2017-2018,72050.80,73915.73
it_software_licensing,2018-2019,350355.03,355396.05
it_software_licensing,2019-2020,366839.61,364159.83
it_software_licensing,2020-2021,2542670.34,2401190.79
it_software_licensing,2021-2022,2002061.67,1854045.07
