d_fiscal_year,total,total_constant_2019_dollars
2017-2018,23578950.73,24290574.85
2018-2019,23659618.46,24080623.79
2019-2020,26429650.74,26213801.47
2020-2021,31980033.20,30474698.33
2021-2022,34418407.47,32168592.14
