owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,666980.44,684233.47
aafc-aac,2018-2019,1245546.31,1261999.71
aafc-aac,2019-2020,3734973.13,3703453.78
aafc-aac,2020-2021,5763586.45,5487397.92
aafc-aac,2021-2022,7000896.66,6499947.51
atssc-scdata,2017-2018,89310.68,91591.53
atssc-scdata,2021-2022,39831.99,36366.69
cbsa-asfc,2017-2018,12119036.32,12432532.99
cbsa-asfc,2018-2019,17519821.96,17784213.57
cbsa-asfc,2019-2020,16983157.30,16869352.80
cbsa-asfc,2020-2021,11285401.38,10728931.08
cbsa-asfc,2021-2022,8246281.32,7664194.58
ced-dec,2017-2018,105719.99,108569.80
cfia-acia,2017-2018,145911.18,149692.21
cfia-acia,2018-2019,44790.99,45696.63
cfia-acia,2019-2020,85057.76,84339.96
cfia-acia,2020-2021,84825.36,80640.95
cfia-acia,2021-2022,164666.59,151187.95
cic,2018-2019,784911.11,795780.35
cic,2019-2020,1004466.67,995990.00
cic,2020-2021,1093252.22,1039480.77
cnsc-ccsn,2017-2018,283382.66,290791.98
cnsc-ccsn,2018-2019,415288.11,420707.98
cnsc-ccsn,2019-2020,610076.19,604927.77
cnsc-ccsn,2020-2021,272299.84,258767.67
cnsc-ccsn,2021-2022,437197.91,406227.33
cra-arc,2018-2019,608162.23,615801.66
cra-arc,2019-2020,1975678.35,1956103.15
cra-arc,2020-2021,3112219.80,2955412.01
cra-arc,2021-2022,4315865.61,4001272.10
csc-scc,2020-2021,112776.48,107256.93
csc-scc,2021-2022,188823.00,175311.77
dfatd-maecd,2017-2018,823533.68,844874.13
dfatd-maecd,2018-2019,823533.68,836340.85
dfatd-maecd,2019-2020,1682455.89,1667627.90
dfatd-maecd,2020-2021,2203862.18,2091928.95
dfatd-maecd,2021-2022,3693587.68,3417767.68
dfo-mpo,2017-2018,380037.27,389645.67
dfo-mpo,2018-2019,337125.52,341633.08
dfo-mpo,2019-2020,163421.36,160867.51
dfo-mpo,2020-2021,463239.62,438846.89
dfo-mpo,2021-2022,262528.37,243743.16
dnd-mdn,2017-2018,231329.83,237321.41
dnd-mdn,2018-2019,237846.17,241545.03
dnd-mdn,2019-2020,863346.65,847489.01
dnd-mdn,2020-2021,1886955.25,1793872.28
dnd-mdn,2021-2022,1925940.25,1788109.87
esdc-edsc,2017-2018,158751.74,162819.15
esdc-edsc,2018-2019,220320.85,223747.17
esdc-edsc,2019-2020,73641.49,73803.70
ic,2017-2018,5139457.44,5271568.51
ic,2018-2019,6305546.72,6402067.48
ic,2019-2020,3951196.58,3923948.35
ic,2020-2021,3208787.08,3049999.46
ic,2021-2022,5685280.10,5268851.58
isc-sac,2020-2021,14238.26,13536.16
isc-sac,2021-2022,39.12,36.99
jus,2017-2018,1734477.24,1779706.68
jus,2018-2019,1393303.08,1414491.71
jus,2019-2020,1387386.80,1374918.21
jus,2020-2021,1121499.23,1065218.78
jus,2021-2022,927710.99,857881.56
nrcan-rncan,2019-2020,103520.09,102724.82
nserc-crsng,2017-2018,314092.72,322187.25
nserc-crsng,2018-2019,442682.75,449363.33
nserc-crsng,2019-2020,405312.99,401504.28
nserc-crsng,2020-2021,765113.92,726871.13
nserc-crsng,2021-2022,983909.03,911709.24
oag-bvg,2019-2020,767712.65,755311.98
oag-bvg,2020-2021,1248859.46,1187253.58
oag-bvg,2021-2022,1248859.46,1159497.33
osfi-bsif,2017-2018,531385.31,545035.04
osfi-bsif,2018-2019,583011.76,591334.67
osfi-bsif,2019-2020,1383125.74,1371453.58
osfi-bsif,2020-2021,1090920.14,1037105.35
osfi-bsif,2021-2022,802904.78,741704.96
pc,2017-2018,449163.82,460656.48
pc,2018-2019,357863.33,363349.07
pc,2019-2020,484792.69,480350.19
pc,2020-2021,731667.88,693535.25
pc,2021-2022,2340394.33,2171333.09
pch,2017-2018,1765036.46,1810684.93
pch,2018-2019,1304363.60,1325606.92
pch,2019-2020,24860.00,24509.13
pch,2020-2021,1222825.59,1162072.39
pch,2021-2022,2529652.16,2344640.14
pco-bcp,2017-2018,59229.41,60625.57
pco-bcp,2018-2019,1099687.76,1116489.83
pco-bcp,2019-2020,1154192.64,1144452.44
pco-bcp,2020-2021,1152403.62,1095588.53
pco-bcp,2021-2022,236278.70,222149.40
phac-aspc,2020-2021,99666.00,95682.75
ps-sp,2017-2018,32531.64,33298.48
ps-sp,2018-2019,29618.36,30261.65
pwgsc-tpsgc,2018-2019,786267.74,794696.83
pwgsc-tpsgc,2019-2020,2817451.68,2794663.46
pwgsc-tpsgc,2020-2021,1862849.97,1770010.28
pwgsc-tpsgc,2021-2022,3662988.61,3367216.19
rcmp-grc,2017-2018,690323.24,708211.77
rcmp-grc,2018-2019,1339321.60,1359553.13
rcmp-grc,2019-2020,1495788.78,1483165.86
rcmp-grc,2020-2021,1039825.60,989314.33
rcmp-grc,2021-2022,543800.42,504888.79
ssc-spc,2017-2018,2448993.46,2510087.34
ssc-spc,2018-2019,4273825.45,4340289.75
ssc-spc,2019-2020,4287211.90,4251005.79
ssc-spc,2020-2021,2917634.99,2777485.40
ssc-spc,2021-2022,934136.28,867108.56
tc,2017-2018,1659763.95,1702509.47
tc,2018-2019,2325469.77,2361634.26
tc,2019-2020,2331840.92,2312162.57
tc,2020-2021,778637.12,740227.17
tc,2021-2022,281091.48,263686.02
tsb-bst,2019-2020,94919.09,93110.23
tsb-bst,2020-2021,533472.63,506968.71
tsb-bst,2021-2022,373730.38,346988.10
