owner_org,d_fiscal_year,total
aafc-aac,2017-2018,666980.44
aafc-aac,2018-2019,1245546.31
aafc-aac,2019-2020,3734973.13
aafc-aac,2020-2021,5763586.45
atssc-scdata,2017-2018,89310.68
cbsa-asfc,2017-2018,12119036.32
cbsa-asfc,2018-2019,17519821.96
cbsa-asfc,2019-2020,16983157.30
cbsa-asfc,2020-2021,11285401.38
ced-dec,2017-2018,105719.99
cfia-acia,2017-2018,145911.18
cfia-acia,2018-2019,44790.99
cfia-acia,2019-2020,85057.76
cfia-acia,2020-2021,84825.36
cic,2018-2019,784911.11
cic,2019-2020,1004466.67
cic,2020-2021,1093252.22
cnsc-ccsn,2017-2018,283382.66
cnsc-ccsn,2018-2019,415288.11
cnsc-ccsn,2019-2020,610076.19
cnsc-ccsn,2020-2021,272299.84
cra-arc,2018-2019,608162.23
cra-arc,2019-2020,1975678.35
cra-arc,2020-2021,3112219.80
csc-scc,2020-2021,112776.48
dfatd-maecd,2017-2018,823533.68
dfatd-maecd,2018-2019,823533.68
dfatd-maecd,2019-2020,1682455.89
dfatd-maecd,2020-2021,2203862.18
dfo-mpo,2017-2018,380037.27
dfo-mpo,2018-2019,337125.52
dfo-mpo,2019-2020,163421.36
dfo-mpo,2020-2021,463239.62
dnd-mdn,2017-2018,231329.83
dnd-mdn,2018-2019,237846.17
dnd-mdn,2019-2020,863346.65
dnd-mdn,2020-2021,1886955.25
esdc-edsc,2017-2018,158751.74
esdc-edsc,2018-2019,220320.85
esdc-edsc,2019-2020,73641.49
ic,2017-2018,5139457.44
ic,2018-2019,6305546.72
ic,2019-2020,3951196.58
ic,2020-2021,3208787.08
isc-sac,2020-2021,14238.26
jus,2017-2018,1734477.24
jus,2018-2019,1393303.08
jus,2019-2020,1387386.80
jus,2020-2021,1121499.23
nrcan-rncan,2019-2020,103520.09
nserc-crsng,2017-2018,314092.72
nserc-crsng,2018-2019,442682.75
nserc-crsng,2019-2020,405312.99
nserc-crsng,2020-2021,765113.92
oag-bvg,2019-2020,767712.65
oag-bvg,2020-2021,1248859.46
osfi-bsif,2017-2018,531385.31
osfi-bsif,2018-2019,583011.76
osfi-bsif,2019-2020,1383125.74
osfi-bsif,2020-2021,1090920.14
pc,2017-2018,424191.82
pc,2018-2019,359302.04
pc,2019-2020,484792.69
pc,2020-2021,731667.88
pch,2017-2018,1765036.46
pch,2018-2019,1304363.60
pch,2019-2020,24860.00
pch,2020-2021,1222825.59
pco-bcp,2017-2018,59229.41
pco-bcp,2018-2019,1099687.76
pco-bcp,2019-2020,1154192.64
pco-bcp,2020-2021,1152403.62
phac-aspc,2020-2021,99666.00
ps-sp,2017-2018,32531.64
ps-sp,2018-2019,29618.36
pwgsc-tpsgc,2018-2019,786267.74
pwgsc-tpsgc,2019-2020,2817451.68
pwgsc-tpsgc,2020-2021,1862849.97
rcmp-grc,2017-2018,690323.24
rcmp-grc,2018-2019,1339321.59
rcmp-grc,2019-2020,1495788.78
rcmp-grc,2020-2021,1039825.60
ssc-spc,2017-2018,2448993.46
ssc-spc,2018-2019,4273825.45
ssc-spc,2019-2020,4287211.90
ssc-spc,2020-2021,2917634.99
tc,2017-2018,1659763.95
tc,2018-2019,2325469.77
tc,2019-2020,2331840.92
tc,2020-2021,778637.12
tsb-bst,2019-2020,94919.09
tsb-bst,2020-2021,533472.63
