d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,20142.25,20764.87
it_consulting_services,2018-2019,68046.07,68993.29
it_consulting_services,2019-2020,33411.84,32649.21
it_consulting_services,2020-2021,7017.40,6612.32
it_consulting_services,2021-2022,148621.81,138540.35
it_consulting_services,2022-2023,430958.04,382498.42
it_devices_equipment,2017-2018,785057.11,807733.94
it_devices_equipment,2018-2019,1266314.33,1282840.37
it_devices_equipment,2019-2020,782463.55,773192.69
it_devices_equipment,2020-2021,526022.22,498743.64
it_devices_equipment,2021-2022,2368201.13,2166336.20
it_devices_equipment,2022-2023,3377265.92,3006411.40
it_other,2017-2018,3956516.62,4073976.81
it_other,2018-2019,4721230.79,4791676.58
it_other,2019-2020,3416448.61,3362160.38
it_other,2020-2021,4183115.46,3971396.83
it_other,2021-2022,4076491.46,3751818.20
it_other,2022-2023,7428789.96,6612818.19
it_software_licensing,2017-2018,1547407.88,1594688.39
it_software_licensing,2018-2019,289319.59,296542.61
it_software_licensing,2019-2020,371492.82,367067.43
it_software_licensing,2020-2021,101036.47,95804.22
it_software_licensing,2021-2022,264197.40,243193.05
it_software_licensing,2022-2023,591758.15,525043.19
