d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,153744.15,157599.49
1_facilities_and_construction,2018-2019,287907.46,292175.23
1_facilities_and_construction,2019-2020,1168796.19,1158471.38
1_facilities_and_construction,2020-2021,1187666.80,1128914.75
1_facilities_and_construction,2021-2022,118758.01,109840.02
2_professional_services,2017-2018,24999.99,25591.61
2_professional_services,2018-2019,64308.86,65065.59
2_professional_services,2019-2020,64263.11,63539.43
2_professional_services,2020-2021,79926.60,75575.23
3_information_technology,2017-2018,15720.60,16121.40
3_information_technology,2018-2019,101807.35,103014.19
