d_fiscal_year,total,total_constant_2019_dollars
2017-2018,3520345.49,3625743.09
2018-2019,5022331.85,5103899.69
2019-2020,5332046.71,5255155.82
2020-2021,4189947.16,3979943.28
2021-2022,5241521.01,4836734.29
2022-2023,4590324.41,4089868.36
