d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_devices_equipment,2017-2018,23653.81,24216.55
it_devices_equipment,2018-2019,721127.18,732187.13
it_devices_equipment,2019-2020,241211.46,239370.46
it_devices_equipment,2020-2021,191971.33,182501.44
it_devices_equipment,2021-2022,200819.18,186226.20
it_other,2017-2018,791331.52,811889.52
it_other,2018-2019,1319697.28,1336187.09
it_other,2019-2020,1233877.12,1210950.36
it_other,2020-2021,772769.32,731055.09
it_other,2021-2022,1778979.56,1645165.00
it_software_licensing,2017-2018,24344.47,25009.09
it_software_licensing,2018-2019,30971.85,31294.78
it_software_licensing,2019-2020,101041.03,99434.71
it_software_licensing,2020-2021,96131.24,90797.22
it_software_licensing,2021-2022,171838.01,158614.91
