d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2019-2020,79641.45999999999
1_facilities_and_construction,2020-2021,10767.91
11_defence,2017-2018,702563.6257715736
11_defence,2018-2019,912332.3571392777
11_defence,2019-2020,1097099.9894676749
11_defence,2020-2021,687498.8810650873
2_professional_services,2017-2018,23974.082324455205
3_information_technology,2017-2018,839329.7980683257
3_information_technology,2018-2019,2071796.3152634213
3_information_technology,2019-2020,1576129.6109717782
3_information_technology,2020-2021,1030158.4908065338
5_transportation_and_logistics,2017-2018,14120.48
5_transportation_and_logistics,2018-2019,54841.159999999996
5_transportation_and_logistics,2019-2020,16207.42
5_transportation_and_logistics,2020-2021,83678.65
6_industrial_products_and_services,2017-2018,1927399.45735194
6_industrial_products_and_services,2018-2019,1983362.0130277616
6_industrial_products_and_services,2019-2020,2521949.7865501805
6_industrial_products_and_services,2020-2021,2377843.2264476465
8_security_and_protection,2017-2018,12958.05
NA,2019-2020,41018.44
