d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2019-2020,41018.44,41074.68
1_facilities_and_construction,2019-2020,79641.46,79642.25
1_facilities_and_construction,2020-2021,10767.91,10549.19
1_facilities_and_construction,2021-2022,60864.20,38826.41
11_defence,2017-2018,702563.63,719513.87
11_defence,2018-2019,912332.36,923547.77
11_defence,2019-2020,1097099.99,1095001.65
11_defence,2020-2021,687498.88,666415.73
11_defence,2021-2022,774431.12,317529.57
2_professional_services,2017-2018,23974.08,24705.04
2_professional_services,2021-2022,17724.06,9694.58
3_information_technology,2017-2018,839329.80,860524.67
3_information_technology,2018-2019,2071796.32,2098439.70
3_information_technology,2019-2020,1576129.61,1576602.70
3_information_technology,2020-2021,1030158.49,989627.83
3_information_technology,2021-2022,2121573.78,1550246.44
5_transportation_and_logistics,2017-2018,14120.48,14363.03
5_transportation_and_logistics,2018-2019,54841.16,55535.88
5_transportation_and_logistics,2019-2020,16207.42,16068.08
5_transportation_and_logistics,2020-2021,83678.65,81872.91
5_transportation_and_logistics,2021-2022,57176.59,32372.81
6_industrial_products_and_services,2017-2018,1927399.46,1966781.14
6_industrial_products_and_services,2018-2019,1983362.01,2007357.38
6_industrial_products_and_services,2019-2020,2521949.79,2519730.61
6_industrial_products_and_services,2020-2021,2377843.23,2310830.07
6_industrial_products_and_services,2021-2022,2200496.56,1317819.85
8_security_and_protection,2017-2018,12958.05,13180.63
9_human_capital,2021-2022,9254.70,0.00
