owner_org,d_fiscal_year,total
csa-asc,2019-2020,42700.44
dfatd-maecd,2018-2019,58974.7
dfo-mpo,2017-2018,191654.56
dfo-mpo,2018-2019,259020.18
dfo-mpo,2019-2020,25376.129999999997
dfo-mpo,2020-2021,174246.23
dnd-mdn,2017-2018,1344309.3854479687
dnd-mdn,2018-2019,2456890.1301670396
dnd-mdn,2019-2020,2315696.200608093
dnd-mdn,2020-2021,1578074.8168927196
hc-sc,2017-2018,57979.740000000005
ic,2017-2018,786687.5907906977
ic,2018-2019,96386.04105691056
ic,2019-2020,381323.55435285205
ic,2020-2021,587175.1845902373
nrc-cnrc,2017-2018,226960.5
nrc-cnrc,2018-2019,78996.04
nrc-cnrc,2019-2020,996562.3439832869
nrc-cnrc,2020-2021,704077.5441503149
nrcan-rncan,2017-2018,95892.59
nrcan-rncan,2018-2019,81278.64
nrcan-rncan,2019-2020,41018.44
nrcan-rncan,2020-2021,204702.02000000002
pc,2018-2019,24743.25
rcmp-grc,2017-2018,791331.52
rcmp-grc,2018-2019,1119208.71
rcmp-grc,2019-2020,1271950.72
rcmp-grc,2020-2021,419540.13
ssc-spc,2017-2018,11409.127277628033
ssc-spc,2018-2019,721127.1842065107
ssc-spc,2019-2020,241211.4580454018
ssc-spc,2020-2021,191971.3326859956
tc,2017-2018,14120.48
tc,2018-2019,125706.97
tc,2019-2020,16207.42
tc,2020-2021,330159.9
