d_most_recent_category,total,percentage
2_professional_services,3535123.08,0.4942
1_facilities_and_construction,1785065.57,0.2496
9_human_capital,828511.03,0.1158
11_defence,361916.68,0.0506
3_information_technology,330033.24,0.0461
6_industrial_products_and_services,311941.03,0.0436
