owner_org,d_fiscal_year,total
dfo-mpo,2017-2018,232151.3365049684
dfo-mpo,2018-2019,965925.3234950317
dfo-mpo,2019-2020,2040675
dfo-mpo,2020-2021,967916.7047758284
dnd-mdn,2017-2018,85392.17902350814
dnd-mdn,2018-2019,85392.17902350814
dnd-mdn,2019-2020,5550178.192988506
dnd-mdn,2020-2021,5580757.687164751
