d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,879856.95,906799.64
1_facilities_and_construction,2018-2019,815660.99,830986.32
1_facilities_and_construction,2019-2020,1081585.99,1073562.43
1_facilities_and_construction,2020-2021,714517.07,680402.46
1_facilities_and_construction,2021-2022,358959.44,333733.80
1_facilities_and_construction,2022-2023,589290.77,525531.86
2_professional_services,2017-2018,154638.34,159302.25
2_professional_services,2018-2019,133408.62,135853.77
2_professional_services,2019-2020,148599.28,147413.90
2_professional_services,2020-2021,25547.93,24329.82
3_information_technology,2020-2021,97852.78,92204.30
3_information_technology,2021-2022,558066.62,518848.86
3_information_technology,2022-2023,279797.79,252227.57
