d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1087512.73,1115320.63
2018-2019,1011292.66,1026748.15
2019-2020,1297983.05,1287574.16
2020-2021,955712.78,907430.80
2021-2022,1015754.61,943801.87
