d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,601535.03,616854.34
1_facilities_and_construction,2018-2019,1516842.49,1536594.80
1_facilities_and_construction,2019-2020,1899672.65,1889007.90
1_facilities_and_construction,2020-2021,579193.92,550352.77
1_facilities_and_construction,2021-2022,1801620.96,1663905.05
10_office_management,2017-2018,13275.30,13619.96
10_office_management,2018-2019,239695.48,243380.37
10_office_management,2019-2020,228091.47,226166.61
10_office_management,2020-2021,58313.31,54908.86
10_office_management,2021-2022,11254.67,10369.91
11_defence,2017-2018,228636.93,234705.17
11_defence,2018-2019,2654138.79,2681216.01
11_defence,2019-2020,1187679.60,1178239.13
11_defence,2020-2021,2736221.48,2578875.70
11_defence,2021-2022,378648.56,348112.90
2_professional_services,2017-2018,22568.09,23152.90
2_professional_services,2018-2019,61361.79,62320.20
2_professional_services,2019-2020,225105.60,222461.84
2_professional_services,2020-2021,713702.59,680913.57
2_professional_services,2021-2022,44258.33,41103.01
3_information_technology,2017-2018,30597246.35,31378150.88
3_information_technology,2018-2019,29204016.76,29646291.74
3_information_technology,2019-2020,40678986.68,40285711.16
3_information_technology,2020-2021,52573622.13,49959897.76
3_information_technology,2021-2022,66196761.59,61345115.29
6_industrial_products_and_services,2017-2018,326094.86,333812.28
6_industrial_products_and_services,2018-2019,248312.41,252546.30
6_industrial_products_and_services,2019-2020,285731.92,283302.58
6_industrial_products_and_services,2020-2021,288731.60,274459.17
6_industrial_products_and_services,2021-2022,340101.75,315323.67
9_human_capital,2017-2018,95664.88,98013.40
9_human_capital,2018-2019,77194.93,78745.90
9_human_capital,2021-2022,21696.00,19707.52
