d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,2937128.53,3011476.08
it_consulting_services,2018-2019,3064934.74,3113416.88
it_consulting_services,2019-2020,4468761.63,4427498.00
it_consulting_services,2020-2021,2861969.56,2723112.30
it_consulting_services,2021-2022,611998.74,572233.28
it_devices_equipment,2017-2018,23023771.00,23614054.44
it_devices_equipment,2018-2019,19514812.41,19813875.52
it_devices_equipment,2019-2020,23792833.30,23542599.18
it_devices_equipment,2020-2021,36189071.28,34386400.73
it_devices_equipment,2021-2022,49401055.90,45770005.60
it_other,2017-2018,2890758.22,2961922.01
it_other,2018-2019,2859165.10,2900767.11
it_other,2019-2020,4478516.61,4441002.88
it_other,2020-2021,4131269.19,3928741.89
it_other,2021-2022,4515427.34,4178961.03
it_software_licensing,2017-2018,1745588.60,1790698.36
it_software_licensing,2018-2019,3757921.02,3810955.89
it_software_licensing,2019-2020,7928055.56,7863882.82
it_software_licensing,2020-2021,9380522.08,8911385.09
it_software_licensing,2021-2022,11579878.50,10744133.36
