d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,725087.28,747500.50
it_consulting_services,2019-2020,1139001.08,1129915.29
it_consulting_services,2020-2021,1053824.04,1003603.05
it_consulting_services,2021-2022,1763309.90,1639394.46
it_consulting_services,2022-2023,1757375.10,1572565.11
it_other,2021-2022,5039.46,4627.08
it_other,2022-2023,19837.80,17677.87
it_software_licensing,2017-2018,9842.90,10124.00
it_software_licensing,2018-2019,39918.44,40683.41
it_software_licensing,2019-2020,40027.81,39708.51
it_software_licensing,2020-2021,30075.54,28740.43
it_software_licensing,2021-2022,30370.83,28218.71
it_software_licensing,2022-2023,18239.70,16416.83
