owner_org,d_fiscal_year,total,total_constant_2019_dollars
cnsc-ccsn,2017-2018,18938.58,19524.00
cnsc-ccsn,2018-2019,11300.00,11516.54
crtc,2017-2018,23651.00,24382.08
crtc,2018-2019,23730.00,24176.01
dfatd-maecd,2020-2021,39889.00,37647.09
dfatd-maecd,2021-2022,12222.03,11144.25
dfatd-maecd,2022-2023,181610.11,162059.42
dnd-mdn,2018-2019,52262.50,53006.77
dnd-mdn,2021-2022,221323.25,208042.02
esdc-edsc,2018-2019,24998.99,25470.22
ic,2017-2018,24973.00,25696.05
ic,2020-2021,10545.00,9936.30
ic,2021-2022,67393.43,62731.01
ic,2022-2023,137418.18,122388.39
jus,2018-2019,24916.50,25207.26
nrc-cnrc,2020-2021,59107.69,56409.03
nrc-cnrc,2021-2022,31292.31,29534.25
nrcan-rncan,2018-2019,16950.00,17167.27
nrcan-rncan,2020-2021,11300.00,10747.71
nrcan-rncan,2021-2022,39126.25,36324.66
nrcan-rncan,2022-2023,39312.70,34889.92
nsira-ossnr,2021-2022,99835.50,92692.85
oag-bvg,2017-2018,0.00,0.00
oag-bvg,2018-2019,0.00,0.00
opc-cpvp,2018-2019,24860.00,25308.71
opc-cpvp,2019-2020,24860.00,24578.43
osgg-bsgg,2021-2022,14469.08,13356.58
osgg-bsgg,2022-2023,15362.92,13796.38
pch,2022-2023,10500.00,9390.57
ps-sp,2021-2022,21187.50,19517.23
psc-cfp,2019-2020,24577.50,24016.51
vac-acc,2017-2018,385073.18,396125.54
vac-acc,2018-2019,3813936.59,3887023.60
vac-acc,2019-2020,3824385.73,3793878.69
wage,2022-2023,79907.62,72177.70
