d_fiscal_year,total,total_constant_2019_dollars
2017-2018,32885.25,33675.52
2018-2019,297606.56,302701.23
2019-2020,691586.91,685752.87
2020-2021,342856.84,324727.76
2021-2022,2082794.73,1935949.59
