d_fiscal_year,total,total_constant_2019_dollars
2017-2018,3644530.00,3740167.46
2018-2019,3358794.63,3401603.48
2019-2020,10539200.69,10516884.74
2020-2021,11800571.74,11469779.56
2021-2022,12945765.90,9626514.57
