owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2019-2020,20918.10,20690.13
aafc-aac,2020-2021,105746.81,100402.07
aafc-aac,2021-2022,176875.14,164399.86
aafc-aac,2022-2023,148180.45,132165.76
cbsa-asfc,2019-2020,8190.89,8003.94
cbsa-asfc,2020-2021,241072.00,229697.60
cbsa-asfc,2021-2022,322390.62,299137.76
cbsa-asfc,2022-2023,327646.69,292869.17
cfia-acia,2022-2023,72293.24,64158.29
cic,2020-2021,36677.03,35240.76
cra-arc,2019-2020,134103.76,132426.51
cra-arc,2020-2021,44664.56,42367.56
cra-arc,2021-2022,122077.86,114041.94
cra-arc,2022-2023,271050.02,242290.64
dfatd-maecd,2018-2019,63360.23,64095.42
dfatd-maecd,2019-2020,78701.93,78908.57
dfatd-maecd,2020-2021,26574.39,25114.49
dfatd-maecd,2021-2022,15009.61,14214.02
dfo-mpo,2022-2023,28980.00,25705.25
dnd-mdn,2020-2021,30404.27,28649.21
dnd-mdn,2022-2023,46264.66,41446.65
ec,2020-2021,2967.56,2796.26
ec,2021-2022,30087.75,27973.35
esdc-edsc,2018-2019,64492.61,65206.50
esdc-edsc,2019-2020,301413.75,299461.97
esdc-edsc,2020-2021,125679.48,119072.19
esdc-edsc,2021-2022,59187.68,54891.61
esdc-edsc,2022-2023,200214.52,179040.94
hc-sc,2020-2021,4643.84,4375.77
hc-sc,2021-2022,23606.16,22261.89
iaac-aeic,2021-2022,25352.72,22918.45
iaac-aeic,2022-2023,34434.29,31103.27
ic,2021-2022,44265.38,41115.65
isc-sac,2022-2023,56740.16,50703.83
jus,2019-2020,43787.50,43089.11
jus,2021-2022,2117.50,1914.19
jus,2022-2023,13763.75,12432.30
nrc-cnrc,2019-2020,54331.95,53369.65
nrc-cnrc,2020-2021,19231.05,18166.22
nrcan-rncan,2020-2021,75959.07,72134.48
nrcan-rncan,2021-2022,53887.88,49266.02
nrcan-rncan,2022-2023,12099.41,10928.97
pc,2020-2021,74611.60,71410.04
pc,2021-2022,206061.16,191352.81
pc,2022-2023,89910.33,80367.51
pch,2019-2020,106748.39,105870.45
pch,2020-2021,45990.00,44216.60
ppsc-sppc,2019-2020,39551.40,39515.97
ppsc-sppc,2020-2021,17246.25,16250.72
ps-sp,2020-2021,35751.72,34071.39
ps-sp,2021-2022,19398.91,18332.97
pwgsc-tpsgc,2021-2022,19833.19,18272.75
pwgsc-tpsgc,2022-2023,66696.83,59537.98
rcmp-grc,2019-2020,9153.78,8998.68
rcmp-grc,2020-2021,271943.31,258137.56
rcmp-grc,2021-2022,501210.56,463005.32
rcmp-grc,2022-2023,1482252.24,1315513.71
tc,2020-2021,46818.83,44566.16
tc,2021-2022,7633.20,6900.30
tc,2022-2023,135488.86,121285.86
