d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,201323.77,206540.73
1_facilities_and_construction,2018-2019,201323.77,204454.66
1_facilities_and_construction,2019-2020,152233.87,151731.59
11_defence,2017-2018,1700254.51,1743952.35
11_defence,2018-2019,1276322.37,1296111.98
11_defence,2019-2020,1269447.21,1258734.38
6_industrial_products_and_services,2020-2021,695221.26,661933.97
6_industrial_products_and_services,2021-2022,845852.53,785327.56
