d_most_recent_category,total,percentage
1_facilities_and_construction,1402031.23,0.5506
2_professional_services,791163.09,0.3107
9_human_capital,287760.38,0.113
6_industrial_products_and_services,44039.49,0.0173
0_other,21571.70,0.0085
