d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,24635.484864048336
1_facilities_and_construction,2019-2020,34885.28513595166
11_defence,2018-2019,29620.129999999997
2_professional_services,2017-2018,2242800.441633264
2_professional_services,2018-2019,2735492.7620207937
2_professional_services,2019-2020,2802072.398919157
2_professional_services,2020-2021,1611138.896952696
3_information_technology,2017-2018,153975.84100240818
3_information_technology,2018-2019,188435.24709388608
3_information_technology,2019-2020,67515.16481761303
3_information_technology,2020-2021,233591.07268135904
9_human_capital,2017-2018,12772.323529411764
