d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2020-2021,484781.22,462342.91
1_facilities_and_construction,2021-2022,572638.01,532396.25
1_facilities_and_construction,2022-2023,572638.01,512398.89
2_professional_services,2017-2018,139471.42,143938.41
2_professional_services,2018-2019,78004.32,79499.13
2_professional_services,2019-2020,78218.03,77594.09
2_professional_services,2020-2021,118137.15,112101.32
2_professional_services,2021-2022,258357.68,239948.09
2_professional_services,2022-2023,612880.58,548596.69
6_industrial_products_and_services,2017-2018,17500.90,18099.15
6_industrial_products_and_services,2020-2021,176308.88,167358.35
6_industrial_products_and_services,2021-2022,172613.31,159886.24
6_industrial_products_and_services,2022-2023,22423.92,20092.48
